Territorialidades;ESTADO;Municipio;CodMunicipio;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010
Tapiramutá (BA);(BA);Tapiramutá;#N/D;0,594;0,589;0,752;0,473
Tapira (PR);(PR);Tapira;412690;0,697;0,689;0,794;0,619
Tapiratiba (SP);(SP);Tapiratiba;355360;0,751;0,703;0,87;0,692
Tapurah (MT);(MT);Tapurah;510800;0,714;0,738;0,831;0,594
Taquaraçu de Minas (MG);(MG);Taquaraçu de Minas;#N/D;0,651;0,643;0,818;0,525
Taquaral de Goiás (GO);(GO);Taquaral de Goiás;#N/D;0,716;0,7;0,846;0,619
Taquaral (SP);(SP);Taquaral;#N/D;0,759;0,742;0,823;0,716
Taquarana (AL);(AL);Taquarana;270910;0,541;0,529;0,71;0,421
Taquara (RS);(RS);Taquara;432120;0,727;0,754;0,88;0,579
Taquari (RS);(RS);Taquari;432130;0,733;0,737;0,849;0,629
Taquaritinga do Norte (PE);(PE);Taquaritinga do Norte;261500;0,641;0,636;0,796;0,52
Taquaritinga (SP);(SP);Taquaritinga;355370;0,748;0,727;0,827;0,696
Taquarituba (SP);(SP);Taquarituba;355380;0,701;0,7;0,811;0,606
Taquarivaí (SP);(SP);Taquarivaí;#N/D;0,679;0,617;0,811;0,626
Taquaruçu do Sul (RS);(RS);Taquaruçu do Sul;#N/D;0,739;0,768;0,83;0,633
Taquarussu (MS);(MS);Taquarussu;500797;0,651;0,657;0,769;0,545
Tarabai (SP);(SP);Tarabai;355390;0,726;0,666;0,823;0,697
Tarauacá (AC);(AC);Tarauacá;#N/D;0,539;0,554;0,72;0,392
Tarrafas (CE);(CE);Tarrafas;#N/D;0,576;0,529;0,751;0,482
Tartarugalzinho (AP);(AP);Tartarugalzinho;160070;0,592;0,553;0,794;0,473
Tarumã (SP);(SP);Tarumã;#N/D;0,753;0,738;0,852;0,68
Tarumirim (MG);(MG);Tarumirim;#N/D;0,633;0,614;0,829;0,499
Tasso Fragoso (MA);(MA);Tasso Fragoso;211200;0,599;0,562;0,777;0,491
Tatuí (SP);(SP);Tatuí;#N/D;0,752;0,734;0,842;0,688
Tauá (CE);(CE);Tauá;#N/D;0,633;0,585;0,773;0,56
Taubaté (SP);(SP);Taubaté;#N/D;0,8;0,778;0,883;0,746
Tavares (PB);(PB);Tavares;251660;0,586;0,56;0,777;0,462
Tavares (RS);(RS);Tavares;#N/D;0,656;0,692;0,828;0,492
Tefé (AM);(AM);Tefé;#N/D;0,639;0,637;0,801;0,511
Teixeira de Freitas (BA);(BA);Teixeira de Freitas;293135;0,685;0,683;0,8;0,588
Teixeira (PB);(PB);Teixeira;#N/D;0,605;0,566;0,741;0,527
Teixeiras (MG);(MG);Teixeiras;316850;0,675;0,685;0,804;0,558
Teixeira Soares (PR);(PR);Teixeira Soares;412700;0,671;0,676;0,822;0,544
Teixeirópolis (RO);(RO);Teixeirópolis;#N/D;0,643;0,653;0,818;0,498
Tejuçuoca (CE);(CE);Tejuçuoca;#N/D;0,584;0,517;0,742;0,52
Tejupá (SP);(SP);Tejupá;#N/D;0,668;0,668;0,794;0,563
Telêmaco Borba (PR);(PR);Telêmaco Borba;#N/D;0,734;0,726;0,828;0,657
Telha (SE);(SE);Telha;#N/D;0,604;0,564;0,722;0,542
Tenente Ananias (RN);(RN);Tenente Ananias;241410;0,592;0,57;0,779;0,468
Tenente Laurentino Cruz (RN);(RN);Tenente Laurentino Cruz;241415;0,623;0,559;0,737;0,586
Tenente Portela (RS);(RS);Tenente Portela;432140;0,708;0,709;0,83;0,603
Tenório (PB);(PB);Tenório;#N/D;0,581;0,565;0,707;0,49
Teodoro Sampaio (BA);(BA);Teodoro Sampaio;293140;0,594;0,567;0,774;0,477
Teodoro Sampaio (SP);(SP);Teodoro Sampaio;355430;0,741;0,699;0,856;0,679
Teofilândia (BA);(BA);Teofilândia;#N/D;0,566;0,571;0,737;0,431
Teófilo Otoni (MG);(MG);Teófilo Otoni;#N/D;0,701;0,698;0,824;0,598
Teolândia (BA);(BA);Teolândia;#N/D;0,555;0,541;0,756;0,418
Teotônio Vilela (AL);(AL);Teotônio Vilela;#N/D;0,564;0,549;0,7;0,466
Terenos (MS);(MS);Terenos;500800;0,658;0,651;0,839;0,521
Teresina de Goiás (GO);(GO);Teresina de Goiás;#N/D;0,661;0,626;0,817;0,564
Teresina (PI);(PI);Teresina;221100;0,751;0,731;0,82;0,707
Teresópolis (RJ);(RJ);Teresópolis;#N/D;0,73;0,752;0,855;0,605
Terezinha (PE);(PE);Terezinha;261510;0,545;0,536;0,711;0,425
Terezópolis de Goiás (GO);(GO);Terezópolis de Goiás;#N/D;0,685;0,655;0,799;0,615
Terra Alta (PA);(PA);Terra Alta;150796;0,605;0,555;0,743;0,536
Terra Boa (PR);(PR);Terra Boa;412720;0,728;0,708;0,803;0,68
Terra de Areia (RS);(RS);Terra de Areia;432143;0,689;0,699;0,829;0,565
Terra Nova (BA);(BA);Terra Nova;#N/D;0,578;0,581;0,7;0,474
Terra Nova do Norte (MT);(MT);Terra Nova do Norte;510805;0,698;0,692;0,815;0,602
Terra Nova (PE);(PE);Terra Nova;#N/D;0,599;0,545;0,741;0,533
Terra Rica (PR);(PR);Terra Rica;412730;0,71;0,698;0,837;0,613
Terra Roxa (PR);(PR);Terra Roxa;412740;0,714;0,697;0,818;0,639
Terra Roxa (SP);(SP);Terra Roxa;355440;0,749;0,732;0,838;0,684
Terra Santa (PA);(PA);Terra Santa;#N/D;0,635;0,602;0,763;0,558
Tesouro (MT);(MT);Tesouro;510810;0,655;0,635;0,791;0,56
Teutônia (RS);(RS);Teutônia;#N/D;0,747;0,751;0,855;0,65
Theobroma (RO);(RO);Theobroma;110160;0,589;0,622;0,757;0,434
Tianguá (CE);(CE);Tianguá;#N/D;0,657;0,628;0,768;0,587
Tibagi (PR);(PR);Tibagi;412750;0,664;0,678;0,832;0,519
Tibau do Sul (RN);(RN);Tibau do Sul;#N/D;0,645;0,672;0,794;0,504
Tibau (RN);(RN);Tibau;#N/D;0,635;0,627;0,769;0,53
Tietê (SP);(SP);Tietê;#N/D;0,778;0,764;0,884;0,698
Tigrinhos (SC);(SC);Tigrinhos;#N/D;0,717;0,688;0,846;0,633
Tijucas do Sul (PR);(PR);Tijucas do Sul;#N/D;0,636;0,679;0,792;0,479
Tijucas (SC);(SC);Tijucas;421800;0,76;0,747;0,873;0,672
Timbaúba dos Batistas (RN);(RN);Timbaúba dos Batistas;#N/D;0,64;0,614;0,723;0,591
Timbaúba (PE);(PE);Timbaúba;#N/D;0,618;0,592;0,769;0,519
Timbé do Sul (SC);(SC);Timbé do Sul;#N/D;0,72;0,721;0,856;0,606
Timbiras (MA);(MA);Timbiras;#N/D;0,537;0,498;0,73;0,427
Timbó Grande (SC);(SC);Timbó Grande;#N/D;0,659;0,634;0,798;0,565
Timbó (SC);(SC);Timbó;#N/D;0,784;0,807;0,856;0,697
Timburi (SP);(SP);Timburi;355460;0,71;0,688;0,826;0,629
Timon (MA);(MA);Timon;211220;0,649;0,614;0,768;0,579
Timóteo (MG);(MG);Timóteo;#N/D;0,77;0,737;0,836;0,742
Tio Hugo (RS);(RS);Tio Hugo;432146;0,742;0,709;0,845;0,682
Tiradentes do Sul (RS);(RS);Tiradentes do Sul;#N/D;0,689;0,705;0,815;0,569
Tiradentes (MG);(MG);Tiradentes;316880;0,74;0,741;0,885;0,619
Tiros (MG);(MG);Tiros;316890;0,683;0,703;0,852;0,532
Tobias Barreto (SE);(SE);Tobias Barreto;280740;0,557;0,609;0,702;0,404
Tocantínia (TO);(TO);Tocantínia;#N/D;0,589;0,57;0,782;0,459
Tocantinópolis (TO);(TO);Tocantinópolis;#N/D;0,681;0,634;0,801;0,623
Tocantins (MG);(MG);Tocantins;316900;0,688;0,682;0,8;0,597
Tocos do Moji (MG);(MG);Tocos do Moji;316905;0,696;0,661;0,808;0,631
Toledo (MG);(MG);Toledo;316910;0,661;0,66;0,802;0,546
Toledo (PR);(PR);Toledo;412770;0,768;0,755;0,855;0,702
Tomar do Geru (SE);(SE);Tomar do Geru;280750;0,551;0,52;0,746;0,432
Tomazina (PR);(PR);Tomazina;412780;0,699;0,661;0,829;0,622
Tombos (MG);(MG);Tombos;316920;0,718;0,699;0,871;0,607
Tomé-Açu (PA);(PA);Tomé-Açu;#N/D;0,586;0,596;0,798;0,424
Tonantins (AM);(AM);Tonantins;130423;0,548;0,508;0,779;0,416
Toritama (PE);(PE);Toritama;#N/D;0,618;0,655;0,797;0,452
Torixoréu (MT);(MT);Torixoréu;#N/D;0,716;0,684;0,806;0,666
Toropi (RS);(RS);Toropi;#N/D;0,683;0,68;0,822;0,569
Torre de Pedra (SP);(SP);Torre de Pedra;355465;0,714;0,679;0,829;0,647
Torres (RS);(RS);Torres;432150;0,762;0,75;0,862;0,685
Torrinha (SP);(SP);Torrinha;355470;0,744;0,734;0,852;0,658
Touros (RN);(RN);Touros;241440;0,572;0,562;0,716;0,466
Trabiju (SP);(SP);Trabiju;355475;0,722;0,666;0,811;0,697
Tracuateua (PA);(PA);Tracuateua;#N/D;0,531;0,514;0,776;0,376
Tracunhaém (PE);(PE);Tracunhaém;#N/D;0,605;0,567;0,776;0,504
Traipu (AL);(AL);Traipu;270920;0,532;0,499;0,765;0,395
Trairão (PA);(PA);Trairão;#N/D;0,562;0,594;0,763;0,392
Trairi (CE);(CE);Trairi;231350;0,606;0,522;0,739;0,577
Trajano de Moraes (RJ);(RJ);Trajano de Moraes;330590;0,667;0,668;0,813;0,547
Tramandaí (RS);(RS);Tramandaí;#N/D;0,719;0,727;0,842;0,606
Travesseiro (RS);(RS);Travesseiro;#N/D;0,701;0,735;0,839;0,559
Tremedal (BA);(BA);Tremedal;293180;0,528;0,545;0,749;0,36
Tremembé (SP);(SP);Tremembé;#N/D;0,785;0,769;0,873;0,72
Três Arroios (RS);(RS);Três Arroios;#N/D;0,791;0,843;0,851;0,689
Três Barras do Paraná (PR);(PR);Três Barras do Paraná;#N/D;0,681;0,683;0,831;0,557
Três Barras (SC);(SC);Três Barras;#N/D;0,706;0,677;0,814;0,639
Três Cachoeiras (RS);(RS);Três Cachoeiras;#N/D;0,718;0,722;0,847;0,606
Três Corações (MG);(MG);Três Corações;#N/D;0,744;0,73;0,855;0,66
Três Coroas (RS);(RS);Três Coroas;#N/D;0,71;0,74;0,829;0,584
Três de Maio (RS);(RS);Três de Maio;#N/D;0,759;0,756;0,834;0,694
Três Forquilhas (RS);(RS);Três Forquilhas;#N/D;0,662;0,661;0,813;0,539
Três Fronteiras (SP);(SP);Três Fronteiras;#N/D;0,753;0,71;0,829;0,726
Três Lagoas (MS);(MS);Três Lagoas;#N/D;0,744;0,752;0,849;0,645
Três Marias (MG);(MG);Três Marias;#N/D;0,752;0,706;0,866;0,695
Três Palmeiras (RS);(RS);Três Palmeiras;#N/D;0,703;0,747;0,832;0,56
Três Passos (RS);(RS);Três Passos;#N/D;0,768;0,745;0,858;0,71
Três Pontas (MG);(MG);Três Pontas;#N/D;0,731;0,714;0,85;0,643
Três Ranchos (GO);(GO);Três Ranchos;#N/D;0,745;0,724;0,849;0,672
Três Rios (RJ);(RJ);Três Rios;#N/D;0,725;0,725;0,801;0,656
Treviso (SC);(SC);Treviso;#N/D;0,774;0,737;0,882;0,714
Treze de Maio (SC);(SC);Treze de Maio;#N/D;0,729;0,729;0,881;0,602
Treze Tílias (SC);(SC);Treze Tílias;#N/D;0,795;0,838;0,874;0,685
Trindade do Sul (RS);(RS);Trindade do Sul;432195;0,687;0,675;0,787;0,61
Trindade (GO);(GO);Trindade;522140;0,699;0,682;0,822;0,608
Trindade (PE);(PE);Trindade;261560;0,595;0,602;0,768;0,455
Triunfo (PB);(PB);Triunfo;251680;0,609;0,578;0,78;0,501
Triunfo (PE);(PE);Triunfo;261570;0,67;0,624;0,817;0,591
Triunfo Potiguar (RN);(RN);Triunfo Potiguar;241445;0,602;0,579;0,73;0,516
Triunfo (RS);(RS);Triunfo;432200;0,733;0,717;0,873;0,629
Trizidela do Vale (MA);(MA);Trizidela do Vale;211223;0,606;0,565;0,738;0,534
Trombas (GO);(GO);Trombas;522145;0,653;0,628;0,812;0,547
Trombudo Central (SC);(SC);Trombudo Central;421860;0,775;0,76;0,88;0,696
Tubarão (SC);(SC);Tubarão;#N/D;0,796;0,788;0,866;0,74
Tucano (BA);(BA);Tucano;293190;0,579;0,596;0,712;0,458
Tucumã (PA);(PA);Tucumã;#N/D;0,659;0,67;0,813;0,525
Tucunduva (RS);(RS);Tucunduva;#N/D;0,747;0,748;0,816;0,682
Tucuruí (PA);(PA);Tucuruí;#N/D;0,666;0,675;0,8;0,548
Tufilândia (MA);(MA);Tufilândia;#N/D;0,555;0,502;0,709;0,481
Tuiuti (SP);(SP);Tuiuti;355495;0,728;0,702;0,871;0,63
Tumiritinga (MG);(MG);Tumiritinga;316950;0,626;0,615;0,827;0,482
Tunápolis (SC);(SC);Tunápolis;#N/D;0,752;0,728;0,83;0,704
Tunas do Paraná (PR);(PR);Tunas do Paraná;#N/D;0,611;0,641;0,801;0,444
Tunas (RS);(RS);Tunas;#N/D;0,657;0,659;0,794;0,541
Tuneiras do Oeste (PR);(PR);Tuneiras do Oeste;412790;0,695;0,662;0,805;0,629
Tuntum (MA);(MA);Tuntum;211230;0,572;0,534;0,726;0,483
Tupaciguara (MG);(MG);Tupaciguara;316960;0,719;0,711;0,863;0,605
Tupanatinga (PE);(PE);Tupanatinga;#N/D;0,519;0,494;0,747;0,379
Tupanci do Sul (RS);(RS);Tupanci do Sul;#N/D;0,694;0,688;0,818;0,595
Tupanciretã (RS);(RS);Tupanciretã;#N/D;0,709;0,721;0,828;0,596
Tupandi (RS);(RS);Tupandi;#N/D;0,718;0,742;0,836;0,597
Tuparendi (RS);(RS);Tuparendi;432230;0,728;0,734;0,832;0,632
Tuparetama (PE);(PE);Tuparetama;#N/D;0,634;0,612;0,749;0,557
Tupã (SP);(SP);Tupã;#N/D;0,771;0,764;0,852;0,704
Tupãssi (PR);(PR);Tupãssi;#N/D;0,73;0,721;0,83;0,649
Tupi Paulista (SP);(SP);Tupi Paulista;355510;0,769;0,762;0,835;0,715
Tupirama (TO);(TO);Tupirama;#N/D;0,67;0,629;0,808;0,593
Tupiratins (TO);(TO);Tupiratins;172130;0,587;0,601;0,791;0,425
Turiaçu (MA);(MA);Turiaçu;#N/D;0,561;0,493;0,776;0,461
Turilândia (MA);(MA);Turilândia;#N/D;0,536;0,495;0,774;0,402
Turiúba (SP);(SP);Turiúba;#N/D;0,751;0,713;0,824;0,721
Turmalina (MG);(MG);Turmalina;316970;0,682;0,646;0,816;0,602
Turmalina (SP);(SP);Turmalina;355530;0,736;0,724;0,817;0,675
Turuçu (RS);(RS);Turuçu;#N/D;0,629;0,685;0,814;0,446
Tururu (CE);(CE);Tururu;231355;0,606;0,508;0,76;0,576
Turvânia (GO);(GO);Turvânia;#N/D;0,697;0,679;0,82;0,609
Turvelândia (GO);(GO);Turvelândia;#N/D;0,691;0,671;0,813;0,605
Turvolândia (MG);(MG);Turvolândia;#N/D;0,696;0,707;0,829;0,576
Turvo (PR);(PR);Turvo;412796;0,672;0,668;0,828;0,549
Turvo (SC);(SC);Turvo;421880;0,74;0,742;0,867;0,631
Tutóia (MA);(MA);Tutóia;#N/D;0,561;0,543;0,722;0,451
Uarini (AM);(AM);Uarini;#N/D;0,527;0,535;0,724;0,378
Uauá (BA);(BA);Uauá;#N/D;0,605;0,554;0,747;0,535
Ubaí (MG);(MG);Ubaí;#N/D;0,609;0,552;0,787;0,519
Ubaíra (BA);(BA);Ubaíra;#N/D;0,582;0,581;0,759;0,447
Ubaitaba (BA);(BA);Ubaitaba;#N/D;0,611;0,607;0,767;0,49
Ubajara (CE);(CE);Ubajara;#N/D;0,648;0,595;0,769;0,594
Ubá (MG);(MG);Ubá;#N/D;0,724;0,727;0,841;0,62
Ubaporanga (MG);(MG);Ubaporanga;317005;0,614;0,604;0,805;0,475
Ubarana (SP);(SP);Ubarana;355535;0,7;0,672;0,844;0,604
Ubatã (BA);(BA);Ubatã;#N/D;0,593;0,586;0,788;0,452
Ubatuba (SP);(SP);Ubatuba;355540;0,751;0,741;0,841;0,679
Uberaba (MG);(MG);Uberaba;317010;0,772;0,772;0,845;0,705
Uberlândia (MG);(MG);Uberlândia;#N/D;0,789;0,776;0,885;0,716
Ubirajara (SP);(SP);Ubirajara;355550;0,727;0,689;0,829;0,674
Ubiratã (PR);(PR);Ubiratã;#N/D;0,739;0,706;0,854;0,669
Ubiretama (RS);(RS);Ubiretama;432234;0,7;0,691;0,809;0,613
Uchoa (SP);(SP);Uchoa;355560;0,721;0,708;0,823;0,644
Uibaí (BA);(BA);Uibaí;#N/D;0,617;0,575;0,758;0,54
Uiramutã (RR);(RR);Uiramutã;#N/D;0,453;0,439;0,766;0,276
Uirapuru (GO);(GO);Uirapuru;522157;0,67;0,632;0,822;0,579
Uiraúna (PB);(PB);Uiraúna;#N/D;0,636;0,612;0,797;0,528
Ulianópolis (PA);(PA);Ulianópolis;#N/D;0,604;0,682;0,759;0,425
Umari (CE);(CE);Umari;#N/D;0,591;0,535;0,778;0,497
Umarizal (RN);(RN);Umarizal;241450;0,618;0,59;0,792;0,506
Umbaúba (SE);(SE);Umbaúba;#N/D;0,579;0,567;0,719;0,476
Umburanas (BA);(BA);Umburanas;#N/D;0,515;0,469;0,705;0,413
Umburatiba (MG);(MG);Umburatiba;317030;0,638;0,599;0,815;0,531
Umbuzeiro (PB);(PB);Umbuzeiro;251700;0,584;0,545;0,712;0,514
Umirim (CE);(CE);Umirim;#N/D;0,587;0,514;0,751;0,524
Umuarama (PR);(PR);Umuarama;412810;0,761;0,755;0,836;0,698
Una (BA);(BA);Una;293250;0,56;0,584;0,71;0,424
Unaí (MG);(MG);Unaí;#N/D;0,736;0,723;0,847;0,651
União da Serra (RS);(RS);União da Serra;#N/D;0,733;0,786;0,852;0,587
União da Vitória (PR);(PR);União da Vitória;#N/D;0,74;0,713;0,837;0,68
